date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:43:56	30145/30145	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jan%202022%2019:04:24%20GMT	https://mint-ezek.art/assets/css/clear.css	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/assets/css/clear.css	(from https://mint-ezek.art/)
22:43:56	4077/4077	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jan%202022%2019:30:30%20GMT	https://mint-ezek.art/assets/css/style321.css	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/assets/css/style321.css	(from https://mint-ezek.art/)
22:43:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jan%202022%2003:43:20%20GMT	https://mint-ezek.art/products	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/products	(from https://mint-ezek.art/)
22:43:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jan%202022%2003:43:20%20GMT	https://mint-ezek.art/buy	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/buy	(from https://mint-ezek.art/)
22:43:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jan%202022%2003:43:20%20GMT	https://mint-ezek.art/about	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/about	(from https://mint-ezek.art/)
22:43:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jan%202022%2003:43:21%20GMT	https://mint-ezek.art/buy/	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/buy/index.html	(from https://mint-ezek.art/)
22:43:58	13612/13612	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2018:42:22%20GMT	https://mint-ezek.art/static/cap-d1aa84be6aa0b6f598e5bb6e36eaa597.png	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/static/cap-d1aa84be6aa0b6f598e5bb6e36eaa597.png	(from https://mint-ezek.art/)
22:43:58	13370/13370	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2018:42:22%20GMT	https://mint-ezek.art/static/headerWaistPack-c9d7832172ee6679eedb8930f0ab54ca.png	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/static/headerWaistPack-c9d7832172ee6679eedb8930f0ab54ca.png	(from https://mint-ezek.art/)
22:43:58	13386/13386	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2018:42:22%20GMT	https://mint-ezek.art/static/star-29343e34cfef8ad4ac3c7a2fcebedc06.png	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/static/star-29343e34cfef8ad4ac3c7a2fcebedc06.png	(from https://mint-ezek.art/)
22:43:59	155665/155665	---M--	200	added ('OK')	image/gif	date:Fri,%2007%20Jan%202022%2018:59:24%20GMT	https://mint-ezek.art/gif.gif	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/gif.gif	(from https://mint-ezek.art/)
22:43:59	720000/720000	---M--	200	added ('OK')	image/jpeg	etag:%2217bc0189dc73861a5fe15daa96d98fb7%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_07.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_07.jpg	(from https://mint-ezek.art/)
22:44:00	417314/417314	---M--	200	added ('OK')	image/jpeg	etag:%22c9c2605bc5fbf7407e567b604d5459f0%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_08.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_08.jpg	(from https://mint-ezek.art/)
22:44:00	417964/417964	---M--	200	added ('OK')	image/jpeg	etag:%22e3e2c775f4e133780136fb05d7be8bd7%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_09.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_09.jpg	(from https://mint-ezek.art/)
22:44:00	557956/557956	---M--	200	added ('OK')	image/jpeg	etag:%225b515a75e13cee7e92338f0c2c1fda7a%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_10.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_10.jpg	(from https://mint-ezek.art/)
22:44:03	552603/552603	---M--	200	added ('OK')	image/jpeg	etag:%22236bcd855800e2115b7483c62a52f090%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_02.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_02.jpg	(from https://mint-ezek.art/)
22:44:03	481883/481883	---M--	200	added ('OK')	image/jpeg	etag:%22f03c1a0916ae000a45cb489fcbf2b8ba%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_03.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_03.jpg	(from https://mint-ezek.art/)
22:44:03	425903/425903	---M--	200	added ('OK')	image/jpeg	etag:%2262eca47b42f6daf3f9825f3ecebdaa3e%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_04.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_04.jpg	(from https://mint-ezek.art/)
22:44:03	510858/510858	---M--	200	added ('OK')	image/jpeg	etag:%22341e8d4c7daf6f6e0bae716a2d6bf501%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_01.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_01.jpg	(from https://mint-ezek.art/)
22:44:04	572557/572557	---M--	200	added ('OK')	image/jpeg	etag:%22e670dfbf6f353e89a649d0fa8d45aad8%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_05.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_05.jpg	(from https://mint-ezek.art/)
22:44:04	457793/457793	---M--	200	added ('OK')	image/jpeg	etag:%220e1e6f78095e3a811f9fa30fecdb3f04%22	https://d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_06.jpg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/d1kjtx52rxv2sn.cloudfront.net/website/images/buy_get/SET_06.jpg	(from https://mint-ezek.art/)
22:44:05	25187/25187	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2018:42:24%20GMT	https://mint-ezek.art/static/waistPack-fa49085eb21eb8fae2cccb8530235c73.png	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/static/waistPack-fa49085eb21eb8fae2cccb8530235c73.png	(from https://mint-ezek.art/)
22:44:05	1177/1177	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2018:51:02%20GMT	https://mint-ezek.art/static/9ffea117aa714f08ae618873399ff81f/e8928/logo.png	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/static/9ffea117aa714f08ae618873399ff81f/e8928/logo.png	(from https://mint-ezek.art/)
22:44:06	1384564/1384564	---M-Z	200	added ('OK')	application/javascript	etag:%22611892c9-5f17d%22	https://cdnjs.cloudflare.com/ajax/libs/web3/1.5.2/web3.min.js	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/cdnjs.cloudflare.com/ajax/libs/web3/1.5.2/web3.min.js	(from https://mint-ezek.art/)
22:44:07	13649/13649	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2007%20Jan%202022%2019:56:52%20GMT	https://mint-ezek.art/script.js	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/script.js	(from https://mint-ezek.art/)
22:44:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Jan%202022%2003:43:31%20GMT	https://mint-ezek.art/assets/media/HeroImage.7d0112b0.jpeg	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/mint-ezek.art/assets/media/HeroImage.7d0112b0.jpeg	(from https://mint-ezek.art/assets/css/xmain.css)
22:44:09	562526/562526	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jan%202022%2011:12:06%20GMT	https://images.prismic.io/ivy-site/9304f381-6b92-4583-b1f8-d2a64b21f11d_10.png?auto=compress%2Cformat	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/images.prismic.io/ivy-site/9304f381-6b92-4583-b1f8-d2a64b21f11d_109436.png	(from https://mint-ezek.art/assets/css/xmain.css)
22:44:10	1268625/1268625	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jan%202022%2003:55:54%20GMT	https://images.prismic.io/ivy-site/a7894f8c-2b4b-4456-8639-2e372fcbec5e_25.png?auto=compress%2Cformat	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/images.prismic.io/ivy-site/a7894f8c-2b4b-4456-8639-2e372fcbec5e_259436.png	(from https://mint-ezek.art/assets/css/xmain.css)
22:44:11	616526/616526	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Dec%202021%2017:52:28%20GMT	https://images.prismic.io/ivy-site/16515fc7-e530-4456-b61e-e1b1b1a490fa_75.png?auto=compress%2Cformat	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/images.prismic.io/ivy-site/16515fc7-e530-4456-b61e-e1b1b1a490fa_759436.png	(from https://mint-ezek.art/assets/css/xmain.css)
22:44:11	116233/116233	---M--	200	added ('OK')	image/gif	etag:%22a6fd29c38927e0c14e200ce8bf4aacae%22	https://global-uploads.webflow.com/615cc4db192f5e50c7edc47d/615cc4db192f5eb28dedc51f_new-twinkle.gif	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/global-uploads.webflow.com/615cc4db192f5e50c7edc47d/615cc4db192f5eb28dedc51f_new-twinkle.gif	(from https://mint-ezek.art/assets/css/clear.css)
22:44:12	1688041/1688041	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jan%202022%2003:21:30%20GMT	https://images.prismic.io/ivy-site/3d8d9631-f571-406d-b2f5-ad22cabc9c33_50.png?auto=compress%2Cformat	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/images.prismic.io/ivy-site/3d8d9631-f571-406d-b2f5-ad22cabc9c33_509436.png	(from https://mint-ezek.art/assets/css/xmain.css)
22:44:13	1505867/1505867	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jan%202022%2016:36:21%20GMT	https://images.prismic.io/ivy-site/b450d286-c7f6-485b-b871-d2535a2ea4b5_100.png?auto=compress%2Cformat	C:/Users/TungPro/Desktop/copyweb/copyweb11/web11/images.prismic.io/ivy-site/b450d286-c7f6-485b-b871-d2535a2ea4b5_1009436.png	(from https://mint-ezek.art/assets/css/xmain.css)
